lat,lng,elevation,wp,elevation_diff_m,dist_per_wp_m,distance_km,distance_m,elevation_diff_cum,slope,wh_per_km,wh_used,total_wh_used
78.071125,16.721101,483.3,1134,-0.5,107.2793103,94.9,94924.62069,-15,-0.00015802,118.9992099,12.76615317,11296.67441
78.070882,16.720866,483.1,1135,-0.2,107.2793103,95,95031.9,-15.2,-0.000159946,118.9992003,12.76615214,11309.44056
78.070516,16.720512,482.6,1136,-0.5,107.2793103,95.1,95139.17931,-15.7,-0.000165021,118.9991749,12.76614941,11322.20671
78.070496,16.720493,482.4,1137,-0.2,107.2793103,95.2,95246.45862,-15.9,-0.000166935,118.9991653,12.76614839,11334.97286
78.070287,16.72029,481.8,1138,-0.6,107.2793103,95.4,95353.73793,-16.5,-0.00017304,118.9991348,12.76614511,11347.73901
78.068348,16.718428,477.4,1139,-4.4,107.2793103,95.5,95461.01724,-20.9,-0.000218938,118.9989053,12.76612049,11360.50513
78.068263,16.718343,477.3,1140,-0.1,107.2793103,95.6,95568.29655,-21,-0.000219738,118.9989013,12.76612006,11373.27125
78.067743,16.717821,476.6,1141,-0.7,107.2793103,95.7,95675.57586,-21.7,-0.000226808,118.998866,12.76611627,11386.03736
78.067705,16.717782,476.5,1142,-0.1,107.2793103,95.8,95782.85517,-21.8,-0.000227598,118.998862,12.76611585,11398.80348
78.067265,16.71734,476,1143,-0.5,107.2793103,95.9,95890.13448,-22.3,-0.000232558,118.9988372,12.76611319,11411.56959
78.065737,16.715813,474.6,1144,-1.4,107.2793103,96,95997.41379,-23.7,-0.000246882,118.9987656,12.7661055,11424.3357
78.064847,16.714831,474,1145,-0.6,107.2793103,96.1,96104.6931,-24.3,-0.000252849,118.9987358,12.7661023,11437.1018
78.064143,16.714082,473.6,1146,-0.4,107.2793103,96.2,96211.97241,-24.7,-0.000256725,118.9987164,12.76610022,11449.8679
78.06398,16.713909,473.5,1147,-0.1,107.2793103,96.3,96319.25172,-24.8,-0.000257477,118.9987126,12.76609982,11462.634
78.063621,16.713524,473.3,1148,-0.2,107.2793103,96.4,96426.53103,-25,-0.000259265,118.9987037,12.76609886,11475.4001
78.063134,16.713002,473,1149,-0.3,107.2793103,96.5,96533.81034,-25.3,-0.000262084,118.9986896,12.76609735,11488.1662
78.062997,16.712864,473,1150,0,107.2793103,96.6,96641.08966,-25.3,-0.000261793,118.998691,12.76609751,11500.9323
78.062779,16.712643,473,1151,0,107.2793103,96.7,96748.36897,-25.3,-0.000261503,118.9986925,12.76609766,11513.69839
78.062337,16.712195,472.9,1152,-0.1,107.2793103,96.9,96855.64828,-25.4,-0.000262246,118.9986888,12.76609726,11526.46449
78.061527,16.711313,472.4,1153,-0.5,107.2793103,97,96962.92759,-25.9,-0.000267112,118.9986644,12.76609465,11539.23058
78.060755,16.710506,471.8,1154,-0.6,107.2793103,97.1,97070.2069,-26.5,-0.000272998,118.998635,12.7660915,11551.99668
78.060226,16.709943,470.9,1155,-0.9,107.2793103,97.2,97177.48621,-27.4,-0.000281958,118.9985902,12.76608669,11564.76276
78.0601,16.709808,470.6,1156,-0.3,107.2793103,97.3,97284.76552,-27.7,-0.000284731,118.9985763,12.7660852,11577.52885
78.059826,16.709528,470,1157,-0.6,107.2793103,97.4,97392.04483,-28.3,-0.000290578,118.9985471,12.76608207,11590.29493
78.059081,16.708764,468.8,1158,-1.2,107.2793103,97.5,97499.32414,-29.5,-0.000302566,118.9984872,12.76607564,11603.06101
78.056419,16.706049,464.7,1159,-4.1,107.2793103,97.6,97606.60345,-33.6,-0.000344239,118.9982788,12.76605328,11615.82706
78.056028,16.705656,464.1,1160,-0.6,107.2793103,97.7,97713.88276,-34.2,-0.000350001,118.99825,12.76605019,11628.59311
78.055533,16.705158,463.4,1161,-0.7,107.2793103,97.8,97821.16207,-34.9,-0.000356774,118.9982161,12.76604656,11641.35916
78.055025,16.704637,463.1,1162,-0.3,107.2793103,97.9,97928.44138,-35.2,-0.000359446,118.9982028,12.76604513,11654.1252
78.054916,16.704526,463.1,1163,0,107.2793103,98,98035.72069,-35.2,-0.000359053,118.9982047,12.76604534,11666.89125
78.054624,16.704227,463,1164,-0.1,107.2793103,98.1,98143,-35.3,-0.000359679,118.9982016,12.766045,11679.65729
78.054116,16.703721,462.8,1165,-0.2,149.3454286,98.3,98292.34543,-35.5,-0.000361167,118.9981942,17.77183631,11697.42913
78.053578,16.703116,462.5,1166,-0.3,149.3454286,98.4,98441.69086,-35.8,-0.000363667,118.9981817,17.77183444,11715.20096
78.052937,16.70243,462.4,1167,-0.1,149.3454286,98.6,98591.03629,-35.9,-0.00036413,118.9981793,17.77183409,11732.9728
78.052406,16.701884,462.1,1168,-0.3,149.3454286,98.7,98740.38171,-36.2,-0.000366618,118.9981669,17.77183224,11750.74463
78.052075,16.701548,461.6,1169,-0.5,149.3454286,98.9,98889.72714,-36.7,-0.00037112,118.9981444,17.77182887,11768.51646
78.051156,16.700603,460.1,1170,-1.5,149.3454286,99,99039.07257,-38.2,-0.000385706,118.9980715,17.77181798,11786.28828
78.047291,16.696758,454.9,1171,-5.2,149.3454286,99.2,99188.418,-43.4,-0.000437551,118.9978122,17.77177927,11804.06005
78.046517,16.695975,453.9,1172,-1,149.3454286,99.3,99337.76343,-44.4,-0.00044696,118.9977652,17.77177224,11821.83183
78.045892,16.695349,453.3,1173,-0.6,149.3454286,99.5,99487.10886,-45,-0.00045232,118.9977384,17.77176824,11839.6036
78.045585,16.695009,453.2,1174,-0.1,149.3454286,99.6,99636.45429,-45.1,-0.000452646,118.9977368,17.771768,11857.37536
78.045537,16.694954,453.2,1175,0,149.3454286,99.8,99785.79971,-45.1,-0.000451968,118.9977402,17.7717685,11875.14713
78.045403,16.694798,453.1,1176,-0.1,149.3454286,99.9,99935.14514,-45.2,-0.000452293,118.9977385,17.77176826,11892.9189
78.044483,16.693789,453,1177,-0.1,149.3454286,100.1,100084.4906,-45.3,-0.000452618,118.9977369,17.77176802,11910.69067
78.044347,16.693654,453,1178,0,149.3454286,100.2,100233.836,-45.3,-0.000451943,118.9977403,17.77176852,11928.46244
78.044171,16.693479,452.8,1179,-0.2,149.3454286,100.4,100383.1814,-45.5,-0.000453263,118.9977337,17.77176754,11946.2342
78.044133,16.693441,452.6,1180,-0.2,149.3454286,100.5,100532.5269,-45.7,-0.000454579,118.9977271,17.77176655,11964.00597
78.043557,16.692873,450.6,1181,-2,149.3454286,100.7,100681.8723,-47.7,-0.000473769,118.9976312,17.77175222,11981.77772
78.043077,16.692393,448.4,1182,-2.2,149.3454286,100.8,100831.2177,-49.9,-0.000494886,118.9975256,17.77173645,11999.54946
78.042852,16.692169,447.4,1183,-1,149.3454286,101,100980.5631,-50.9,-0.000504057,118.9974797,17.77172961,12017.32119
78.042791,16.692108,447.2,1184,-0.2,149.3454286,101.1,101129.9086,-51.1,-0.000505291,118.9974735,17.77172869,12035.09292
78.042203,16.691529,446.3,1185,-0.9,149.3454286,101.3,101279.254,-52,-0.000513432,118.9974328,17.77172261,12052.86464
78.041935,16.691264,445.8,1186,-0.5,149.3454286,101.4,101428.5994,-52.5,-0.000517605,118.997412,17.77171949,12070.63636
78.041911,16.69124,445.6,1187,-0.2,149.3454286,101.6,101577.9449,-52.7,-0.000518813,118.9974059,17.77171859,12088.40808
78.041135,16.690457,443.8,1188,-1.8,149.3454286,101.7,101727.2903,-54.5,-0.000535746,118.9973213,17.77170594,12106.17978
78.040807,16.690131,443.1,1189,-0.7,149.3454286,101.9,101876.6357,-55.2,-0.000541832,118.9972908,17.7717014,12123.95149
78.040222,16.689554,442.9,1190,-0.2,149.3454286,102,102025.9811,-55.4,-0.000542999,118.997285,17.77170053,12141.72319
78.039289,16.688612,442.5,1191,-0.4,149.3454286,102.2,102175.3266,-55.8,-0.00054612,118.9972694,17.7716982,12159.49488
78.038105,16.687363,441.9,1192,-0.6,149.3454286,102.3,102324.672,-56.4,-0.000551187,118.9972441,17.77169441,12177.26658
78.03807,16.687326,441.9,1193,0,149.3454286,102.5,102474.0174,-56.4,-0.000550383,118.9972481,17.77169501,12195.03827
78.037718,16.686957,441.6,1194,-0.3,149.3454286,102.6,102623.3629,-56.7,-0.000552506,118.9972375,17.77169343,12212.80997
78.037637,16.686871,441.5,1195,-0.1,149.3454286,102.8,102772.7083,-56.8,-0.000552676,118.9972366,17.7716933,12230.58166
78.037539,16.686769,441.4,1196,-0.1,149.3454286,102.9,102922.0537,-56.9,-0.000552846,118.9972358,17.77169318,12248.35335
78.036938,16.686142,440.4,1197,-1,149.3454286,103.1,103071.3991,-57.9,-0.000561747,118.9971913,17.77168653,12266.12504
78.036348,16.685545,439.4,1198,-1,149.3454286,103.2,103220.7446,-58.9,-0.000570622,118.9971469,17.7716799,12283.89672
78.035598,16.68477,439.7,1199,0.3,149.3454286,103.4,103370.09,-58.6,-0.000566895,118.9971655,17.77168268,12301.6684
78.034125,16.683288,442.5,1200,2.8,149.3454286,103.5,103519.4354,-55.8,-0.000539029,118.9973049,17.77170349,12319.44011
78.033288,16.68241,443.4,1201,0.9,149.3454286,103.7,103668.7809,-54.9,-0.000529571,118.9973521,17.77171055,12337.21182
78.033167,16.682288,443.5,1202,0.1,149.3454286,103.8,103818.1263,-54.8,-0.000527846,118.9973608,17.77171184,12354.98353
78.032539,16.681658,444.2,1203,0.7,149.3454286,104,103967.4717,-54.1,-0.000520355,118.9973982,17.77171744,12372.75525
78.030614,16.679689,444.8,1204,0.6,149.3454286,104.1,104116.8171,-53.5,-0.000513846,118.9974308,17.7717223,12390.52697
78.030128,16.679198,444.9,1205,0.1,149.3454286,104.3,104266.1626,-53.4,-0.000512151,118.9974392,17.77172356,12408.29869
78.029609,16.678674,445,1206,0.1,149.3454286,104.4,104415.508,-53.3,-0.000510461,118.9974477,17.77172483,12426.07042
78.028639,16.677716,444.7,1207,-0.3,149.3454286,104.6,104564.8534,-53.6,-0.000512601,118.997437,17.77172323,12443.84214
78.028564,16.67764,444.7,1208,0,149.3454286,104.7,104714.1989,-53.6,-0.000511869,118.9974407,17.77172377,12461.61386
78.027632,16.676699,444.1,1209,-0.6,149.3454286,104.9,104863.5443,-54.2,-0.000516862,118.9974157,17.77172004,12479.38558
78.02669,16.675662,442.4,1210,-1.7,149.3454286,105,105012.8897,-55.9,-0.000532316,118.9973384,17.77170851,12497.15729
78.026174,16.675079,440.9,1211,-1.5,149.3454286,105.2,105162.2351,-57.4,-0.000545823,118.9972709,17.77169842,12514.92899
78.02581,16.674668,440.1,1212,-0.8,149.3454286,105.3,105311.5806,-58.2,-0.000552646,118.9972368,17.77169332,12532.70068
78.024967,16.673763,438.8,1213,-1.3,149.3454286,105.5,105460.926,-59.5,-0.00056419,118.997179,17.7716847,12550.47237
78.0245,16.673279,438.3,1214,-0.5,149.3454286,105.6,105610.2714,-60,-0.000568127,118.9971594,17.77168176,12568.24405
78.024331,16.673103,438.2,1215,-0.1,149.3454286,105.8,105759.6169,-60.1,-0.00056827,118.9971587,17.77168166,12586.01573
78.024012,16.672779,438.1,1216,-0.1,149.3454286,105.9,105908.9623,-60.2,-0.000568413,118.9971579,17.77168155,12603.78741
78.023794,16.672566,438,1217,-0.1,149.3454286,106.1,106058.3077,-60.3,-0.000568555,118.9971572,17.77168144,12621.5591
78.022235,16.670952,436.8,1218,-1.2,149.3454286,106.2,106207.6531,-61.5,-0.000579054,118.9971047,17.7716736,12639.33077
78.021637,16.670294,436.8,1219,0,149.3454286,106.4,106356.9986,-61.5,-0.000578241,118.9971088,17.77167421,12657.10244
78.020816,16.669375,436.3,1220,-0.5,149.3454286,106.5,106506.344,-62,-0.000582125,118.9970894,17.77167131,12674.87411
78.020147,16.66859,436.1,1221,-0.2,149.3454286,106.7,106655.6894,-62.2,-0.000583185,118.9970841,17.77167052,12692.64578
78.019765,16.668073,436.1,1222,0,149.3454286,106.8,106805.0349,-62.2,-0.00058237,118.9970882,17.77167113,12710.41746
78.019467,16.667636,436,1223,-0.1,149.3454286,107,106954.3803,-62.3,-0.000582491,118.9970875,17.77167104,12728.18913
78.019001,16.666866,435.5,1224,-0.5,149.3454286,107.1,107103.7257,-62.8,-0.000586347,118.9970683,17.77166816,12745.96079
78.01867,16.666223,434.5,1225,-1,149.3454286,107.3,107253.0711,-63.8,-0.000594855,118.9970257,17.77166181,12763.73246
78.017754,16.66415,431.3,1226,-3.2,149.3454286,107.4,107402.4166,-67,-0.000623822,118.9968809,17.77164018,12781.5041
78.017315,16.663211,430.6,1227,-0.7,149.3454286,107.6,107551.762,-67.7,-0.000629464,118.9968527,17.77163596,12799.27573
78.017045,16.662768,430.4,1228,-0.2,149.3454286,107.7,107701.1074,-67.9,-0.000630448,118.9968478,17.77163523,12817.04737
78.016746,16.662357,430.2,1229,-0.2,149.3454286,107.9,107850.4529,-68.1,-0.00063143,118.9968429,17.77163449,12834.819
78.016171,16.661637,430,1230,-0.2,149.3454286,108,107999.7983,-68.3,-0.000632409,118.996838,17.77163376,12852.59064
78.015864,16.661252,430,1231,0,149.3454286,108.1,108149.1437,-68.3,-0.000631535,118.9968423,17.77163442,12870.36227
78.015372,16.660649,430,1232,0,149.3454286,108.3,108298.4891,-68.3,-0.000630664,118.9968467,17.77163507,12888.13391
78.015019,16.660267,430,1233,0,149.3454286,108.4,108447.8346,-68.3,-0.000629796,118.996851,17.77163571,12905.90554
78.014568,16.659856,429.8,1234,-0.2,149.3454286,108.6,108597.18,-68.5,-0.000630771,118.9968461,17.77163499,12923.67718
78.014135,16.659505,429.5,1235,-0.3,149.3454286,108.7,108746.5254,-68.8,-0.000632664,118.9968367,17.77163357,12941.44881
78.013602,16.659154,429,1236,-0.5,149.3454286,108.9,108895.8709,-69.3,-0.000636388,118.9968181,17.77163079,12959.22044
78.011992,16.658319,428.7,1237,-0.3,149.3454286,109,109045.2163,-69.6,-0.000638267,118.9968087,17.77162939,12976.99207
78.010625,16.657644,428.6,1238,-0.1,149.3454286,109.2,109194.5617,-69.7,-0.00063831,118.9968084,17.77162936,12994.7637
78.010152,16.657385,428.3,1239,-0.3,149.3454286,109.3,109343.9071,-70,-0.000640182,118.9967991,17.77162796,13012.53533
78.009866,16.657194,428.2,1240,-0.1,149.3454286,109.5,109493.2526,-70.1,-0.000640222,118.9967989,17.77162793,13030.30696
78.009289,16.656657,428,1241,-0.2,149.3454286,109.6,109642.598,-70.3,-0.000641174,118.9967941,17.77162722,13048.07858
78.009165,16.656504,428,1242,0,149.3454286,109.8,109791.9434,-70.3,-0.000640302,118.9967985,17.77162787,13065.85021
78.00904,16.656351,427.9,1243,-0.1,149.3454286,109.9,109941.2889,-70.4,-0.000640342,118.9967983,17.77162784,13083.62184
78.006398,16.652927,423.2,1244,-4.7,149.3454286,110.1,110090.6343,-75.1,-0.000682165,118.9965892,17.77159661,13101.39344
78.005003,16.65115,421.6,1245,-1.6,149.3454286,110.2,110239.9797,-76.7,-0.000695755,118.9965212,17.77158646,13119.16502
78.004522,16.650451,421.3,1246,-0.3,149.3454286,110.4,110389.3251,-77,-0.000697531,118.9965123,17.77158513,13136.93661
78.004447,16.650341,421.2,1247,-0.1,149.3454286,110.5,110538.6706,-77.1,-0.000697493,118.9965125,17.77158516,13154.70819
78.00393,16.649619,420.5,1248,-0.7,149.3454286,110.7,110688.016,-77.8,-0.000702876,118.9964856,17.77158114,13172.47977
78.002122,16.647026,417.4,1249,-3.1,149.3454286,110.8,110837.3614,-80.9,-0.000729898,118.9963505,17.77156097,13190.25133
78.001735,16.646482,417.1,1250,-0.3,149.3454286,111,110986.7069,-81.2,-0.000731619,118.9963419,17.77155968,13208.02289
78.001271,16.645916,417,1251,-0.1,149.3454286,111.1,111136.0523,-81.3,-0.000731536,118.9963423,17.77155974,13225.79445
78.000595,16.645048,416.8,1252,-0.2,149.3454286,111.3,111285.3977,-81.5,-0.000732351,118.9963382,17.77155913,13243.56601
77.999969,16.64426,416.3,1253,-0.5,149.3454286,111.4,111434.7431,-82,-0.000735857,118.9963207,17.77155652,13261.33757
77.999899,16.644172,416.4,1254,0.1,149.3454286,111.6,111584.0886,-81.9,-0.000733976,118.9963301,17.77155792,13279.10913
77.99986,16.644122,416.5,1255,0.1,149.3454286,111.7,111733.434,-81.8,-0.0007321,118.9963395,17.77155932,13296.88069
77.999218,16.643287,418.5,1256,2,149.3454286,111.9,111882.7794,-79.8,-0.000713246,118.9964338,17.7715734,13314.65226
77.998483,16.642402,420.2,1257,1.7,149.3454286,112,112032.1249,-78.1,-0.000697121,118.9965144,17.77158544,13332.42385
77.99776,16.641626,420.6,1258,0.4,149.3454286,112.2,112181.4703,-77.7,-0.000692628,118.9965369,17.7715888,13350.19543
77.996062,16.639873,418.8,1259,-1.8,149.3454286,112.3,112330.8157,-79.5,-0.000707731,118.9964613,17.77157752,13367.96701
77.993912,16.637508,416.5,1260,-2.3,149.3454286,112.5,112480.1611,-81.8,-0.000727239,118.9963638,17.77156295,13385.73857
77.9926,16.636032,417.9,1261,1.4,149.3454286,112.6,112629.5066,-80.4,-0.000713845,118.9964308,17.77157295,13403.51015
77.991899,16.635189,420.2,1262,2.3,149.3454286,112.8,112778.852,-78.1,-0.000692506,118.9965375,17.77158889,13421.28174
77.991796,16.635065,420.5,1263,0.3,149.3454286,112.9,112928.1974,-77.8,-0.000688933,118.9965553,17.77159155,13439.05333
77.991779,16.635046,420.7,1264,0.2,149.3454286,113.1,113077.5429,-77.6,-0.000686255,118.9965687,17.77159355,13456.82492
77.991065,16.63426,423.6,1265,2.9,149.3454286,113.2,113226.8883,-74.7,-0.000659737,118.9967013,17.77161336,13474.59653
77.990882,16.634048,424.3,1266,0.7,149.3454286,113.4,113376.2337,-74,-0.000652694,118.9967365,17.77161862,13492.36815
77.990693,16.633831,424.6,1267,0.3,149.3454286,113.5,113525.5791,-73.7,-0.000649193,118.996754,17.77162123,13510.13977
77.989994,16.632973,423.7,1268,-0.9,149.3454286,113.7,113674.9246,-74.6,-0.000656257,118.9967187,17.77161595,13527.91139
77.989516,16.632312,421.8,1269,-1.9,149.3454286,113.8,113824.27,-76.5,-0.000672089,118.9966396,17.77160413,13545.68299
77.989295,16.631987,420.6,1270,-1.2,149.3454286,114,113973.6154,-77.7,-0.000681737,118.9965913,17.77159693,13563.45459
77.988935,16.631499,418.6,1271,-2,149.3454286,114.1,114122.9609,-79.7,-0.00069837,118.9965082,17.77158451,13581.22618
77.988384,16.630692,415.4,1272,-3.2,149.3454286,114.3,114272.3063,-82.9,-0.00072546,118.9963727,17.77156428,13598.99774
77.988214,16.630384,414.7,1273,-0.7,149.3454286,114.4,114421.6517,-83.6,-0.000730631,118.9963468,17.77156042,13616.7693
77.988095,16.630167,414.4,1274,-0.3,149.3454286,114.6,114570.9971,-83.9,-0.000732297,118.9963385,17.77155917,13634.54086
77.987726,16.62941,413.1,1275,-1.3,149.3454286,114.7,114720.3426,-85.2,-0.000742676,118.9962866,17.77155142,13652.31241
77.987042,16.627775,411.5,1276,-1.6,149.3454286,114.9,114869.688,-86.8,-0.000755639,118.9962218,17.77154174,13670.08395
77.986709,16.627063,411.1,1277,-0.4,149.3454286,115,115019.0334,-87.2,-0.000758135,118.9962093,17.77153988,13687.85549
77.986678,16.627014,411.1,1278,0,149.3454286,115.2,115168.3789,-87.2,-0.000757152,118.9962142,17.77154061,13705.62703
77.98652,16.626771,410.9,1279,-0.2,149.3454286,115.3,115317.7243,-87.4,-0.000757906,118.9962105,17.77154005,13723.39857
77.986252,16.626394,410.4,1280,-0.5,149.3454286,115.5,115467.0697,-87.9,-0.000761256,118.9961937,17.77153755,13741.17011
77.985983,16.626106,410.2,1281,-0.2,149.3454286,115.6,115616.4151,-88.1,-0.000762003,118.99619,17.77153699,13758.94165
77.985436,16.625669,409.8,1282,-0.4,149.3454286,115.8,115765.7606,-88.5,-0.000764475,118.9961776,17.77153515,13776.71318
77.985093,16.625426,409.8,1283,0,149.3454286,115.9,115915.106,-88.5,-0.00076349,118.9961826,17.77153588,13794.48472
77.984685,16.625075,409.8,1284,0,149.3454286,116.1,116064.4514,-88.5,-0.000762507,118.9961875,17.77153662,13812.25626
77.984414,16.624787,409.8,1285,0,149.3454286,116.2,116213.7969,-88.5,-0.000761527,118.9961924,17.77153735,13830.02779
77.984204,16.624495,409.7,1286,-0.1,149.3454286,116.4,116363.1423,-88.6,-0.000761409,118.996193,17.77153743,13847.79933
77.983925,16.624024,409.5,1287,-0.2,149.3454286,116.5,116512.4877,-88.8,-0.00076215,118.9961892,17.77153688,13865.57087
77.983462,16.623308,409.3,1288,-0.2,149.3454286,116.7,116661.8331,-89,-0.000762889,118.9961856,17.77153633,13883.3424
77.983303,16.623036,409.2,1289,-0.1,149.3454286,116.8,116811.1786,-89.1,-0.000762769,118.9961862,17.77153642,13901.11394
77.982443,16.621598,408.6,1290,-0.6,149.3454286,117,116960.524,-89.7,-0.000766925,118.9961654,17.77153332,13918.88547
77.982051,16.620927,408.2,1291,-0.4,149.3454286,117.1,117109.8694,-90.1,-0.000769363,118.9961532,17.7715315,13936.65701
77.981977,16.620797,408.1,1292,-0.1,149.3454286,117.3,117259.2149,-90.2,-0.000769236,118.9961538,17.77153159,13954.42854
77.981633,16.620162,407.1,1293,-1,149.3454286,117.4,117408.5603,-91.2,-0.000776775,118.9961161,17.77152596,13972.20006
77.981284,16.619479,405.9,1294,-1.2,149.3454286,117.6,117557.9057,-92.4,-0.000785996,118.99607,17.77151908,13989.97158
77.980058,16.616941,401.6,1295,-4.3,149.3454286,117.7,117707.2511,-96.7,-0.00082153,118.9958924,17.77149254,14007.74307
77.97936,16.615232,400.4,1296,-1.2,149.3454286,117.9,117856.5966,-97.9,-0.000830671,118.9958466,17.77148572,14025.51456
77.978799,16.61402,401.2,1297,0.8,149.3454286,118,118005.942,-97.1,-0.00082284,118.9958858,17.77149156,14043.28605
77.977591,16.611318,402.7,1298,1.5,149.3454286,118.2,118155.2874,-95.6,-0.000809105,118.9959545,17.77150182,14061.05755
77.97679,16.6094,403.4,1299,0.7,149.3454286,118.3,118304.6329,-94.9,-0.000802166,118.9959892,17.771507,14078.82906
77.976327,16.608199,404.1,1300,0.7,149.3454286,118.5,118453.9783,-94.2,-0.000795246,118.9960238,17.77151217,14096.60057
77.976235,16.607968,404.3,1301,0.2,149.3454286,118.6,118603.3237,-94,-0.000792558,118.9960372,17.77151418,14114.37209
77.976175,16.607792,404.5,1302,0.2,149.3454286,118.8,118752.6691,-93.8,-0.000789877,118.9960506,17.77151618,14132.1436
77.976038,16.607422,404.9,1303,0.4,149.3454286,118.9,118902.0146,-93.4,-0.000785521,118.9960724,17.77151943,14149.91512
77.975839,16.606968,405.4,1304,0.5,149.3454286,119.1,119051.36,-92.9,-0.000780335,118.9960983,17.7715233,14167.68665
77.97576,16.606739,405.6,1305,0.2,149.3454286,119.2,119200.7054,-92.7,-0.00077768,118.9961116,17.77152529,14185.45817
77.97563,16.606436,405.8,1306,0.2,149.3454286,119.4,119350.0509,-92.5,-0.000775031,118.9961248,17.77152726,14203.2297
77.975589,16.606333,405.9,1307,0.1,149.3454286,119.5,119499.3963,-92.4,-0.000773226,118.9961339,17.77152861,14221.00123
77.975464,16.606018,405.8,1308,-0.1,149.3454286,119.6,119648.7417,-92.5,-0.000773096,118.9961345,17.77152871,14238.77276
77.974817,16.604273,404.8,1309,-1,149.3454286,119.8,119798.0871,-93.5,-0.00078048,118.9960976,17.77152319,14256.54428
77.973983,16.602186,406.9,1310,2.1,149.3454286,119.9,119947.4326,-91.4,-0.000762,118.99619,17.77153699,14274.31582
77.973008,16.599671,404.6,1311,-2.3,149.3454286,120.1,120096.778,-93.7,-0.000780204,118.996099,17.7715234,14292.08734
77.972652,16.598769,403.7,1312,-0.9,149.3454286,120.2,120246.1234,-94.6,-0.00078672,118.9960664,17.77151854,14309.85886
77.972627,16.598697,403.6,1313,-0.1,149.3454286,120.4,120395.4689,-94.7,-0.000786574,118.9960671,17.77151864,14327.63038
77.972599,16.598621,403.6,1314,0,149.3454286,120.5,120544.8143,-94.7,-0.0007856,118.996072,17.77151937,14345.4019
77.972524,16.598397,403.6,1315,0,149.3454286,120.7,120694.1597,-94.7,-0.000784628,118.9960769,17.7715201,14363.17342
77.972355,16.597991,403.7,1316,0.1,149.3454286,120.8,120843.5051,-94.6,-0.000782831,118.9960858,17.77152144,14380.94494
77.972135,16.597389,403.4,1317,-0.3,149.3454286,121,120992.8506,-94.9,-0.000784344,118.9960783,17.77152031,14398.71646
77.971148,16.594904,398.4,1318,-5,149.3454286,121.1,121142.196,-99.9,-0.000824651,118.9958767,17.77149021,14416.48795
77.969601,16.591118,394.6,1319,-3.8,149.3454286,121.3,121291.5414,-103.7,-0.000854965,118.9957252,17.77146757,14434.25942
77.969039,16.589687,393.4,1320,-1.2,149.3454286,121.4,121440.8869,-104.9,-0.000863795,118.995681,17.77146098,14452.03088
77.968864,16.589262,392.8,1321,-0.6,149.3454286,121.6,121590.2323,-105.5,-0.000867668,118.9956617,17.77145809,14469.80233
77.968289,16.587805,390.1,1322,-2.7,149.3454286,121.7,121739.5777,-108.2,-0.000888782,118.9955561,17.77144232,14487.57378
77.967378,16.585317,388.3,1323,-1.8,149.3454286,121.9,121888.9231,-110,-0.000902461,118.9954877,17.77143211,14505.34521
77.966272,16.582226,385.8,1324,-2.5,149.3454286,122,122038.2686,-112.5,-0.000921842,118.9953908,17.77141764,14523.11663
77.966,16.581443,385.2,1325,-0.6,149.3454286,122.2,122187.614,-113.1,-0.000925626,118.9953719,17.77141481,14540.88804
77.965721,16.58066,385.2,1326,0,149.3454286,122.3,122336.9594,-113.1,-0.000924496,118.9953775,17.77141565,14558.65946
77.964925,16.578485,385.3,1327,0.1,149.3454286,122.5,122486.3049,-113,-0.000922552,118.9953872,17.77141711,14576.43087
77.964465,16.577149,385,1328,-0.3,149.3454286,122.6,122635.6503,-113.3,-0.000923875,118.9953806,17.77141612,14594.20229
77.964291,16.576639,385,1329,0,149.3454286,122.8,122784.9957,-113.3,-0.000922751,118.9953862,17.77141696,14611.97371
77.964157,16.576248,385,1330,0,149.3454286,122.9,122934.3411,-113.3,-0.00092163,118.9953918,17.77141779,14629.74512
77.963913,16.575568,385,1331,0,149.3454286,123.1,123083.6866,-113.3,-0.000920512,118.9953974,17.77141863,14647.51654
77.963646,16.574994,385,1332,0,149.3454286,123.2,123233.032,-113.3,-0.000919396,118.995403,17.77141946,14665.28796
77.963458,16.574618,385,1333,0,149.3454286,123.4,123382.3774,-113.3,-0.000918283,118.9954086,17.77142029,14683.05938
77.963099,16.574041,385,1334,0,149.3454286,123.5,123531.7229,-113.3,-0.000917173,118.9954141,17.77142112,14700.8308
77.962049,16.572257,385,1335,0,149.3454286,123.7,123681.0683,-113.3,-0.000916066,118.9954197,17.77142195,14718.60223
77.961024,16.570244,383.9,1336,-1.1,149.3454286,123.8,123830.4137,-114.4,-0.000923844,118.9953808,17.77141614,14736.37364
77.960712,16.569738,383.5,1337,-0.4,149.3454286,124,123979.7591,-114.8,-0.000925958,118.9953702,17.77141456,14754.14506
77.960488,16.5694,383.3,1338,-0.2,149.3454286,124.1,124129.1046,-115,-0.000926455,118.9953677,17.77141419,14771.91647
77.96037,16.569225,383.2,1339,-0.1,149.3454286,124.3,124278.45,-115.1,-0.000926146,118.9953693,17.77141442,14789.68789
77.960034,16.568713,382.9,1340,-0.3,149.3454286,124.4,124427.7954,-115.4,-0.000927446,118.9953628,17.77141345,14807.4593
77.957481,16.564918,378.8,1341,-4.1,149.3454286,124.6,124577.1409,-119.5,-0.000959245,118.9952038,17.77138971,14825.23069
77.956671,16.563673,378.2,1342,-0.6,149.3454286,124.7,124726.4863,-120.1,-0.000962907,118.9951855,17.77138697,14843.00208
