x,y
98.45845272,784.875
98.69627507,782.71875
98.93409742,780.5625
99.17191977,778.40625
99.40974212,776.25
99.64756447,780.5625
99.88538682,774.09375
100.1232092,776.25
100.3610315,771.9375
100.5988539,776.25
100.8366762,769.78125
101.0744986,769.78125
101.3123209,767.625
101.5501433,771.9375
101.7879656,765.46875
102.025788,763.3125
102.2636103,761.15625
102.5014327,761.15625
102.739255,759
102.9770774,756.84375
103.2148997,754.6875
103.4527221,752.53125
103.6905444,752.53125
103.9283668,750.375
104.1661891,748.21875
104.4040115,752.53125
104.6418338,746.0625
104.8796562,748.21875
105.1174785,743.90625
105.3553009,746.0625
105.5931232,741.75
105.8309456,743.90625
106.0687679,739.59375
106.3065903,743.90625
106.5444126,741.75
106.782235,737.4375
107.0200573,741.75
107.2578797,739.59375
107.495702,735.28125
107.7335244,739.59375
107.9713467,737.4375
108.2091691,733.125
108.4469914,733.125
108.6848138,733.125
108.9226361,737.4375
109.1604585,737.4375
109.3982808,735.28125
109.6361032,735.28125
109.8739255,735.28125
110.1117479,735.28125
110.3495702,735.28125
110.5873926,735.28125
110.8252149,730.96875
111.0630372,730.96875
111.3008596,730.96875
111.5386819,730.96875
111.7765043,735.28125
112.0143266,735.28125
112.252149,737.4375
112.4899713,737.4375
112.7277937,733.125
112.965616,737.4375
113.2034384,730.96875
113.4412607,730.96875
113.6790831,728.8125
113.9169054,730.96875
114.1547278,726.65625
114.3925501,726.65625
114.6303725,730.96875
114.8681948,728.8125
115.1060172,730.96875
115.3438395,730.96875
115.5816619,733.125
115.8194842,735.28125
116.0573066,737.4375
116.2951289,739.59375
116.5329513,741.75
116.7707736,743.90625
117.008596,746.0625
117.2464183,752.53125
117.4842407,748.21875
117.722063,752.53125
117.9598854,754.6875
118.1977077,754.6875
118.4355301,750.375
118.6733524,754.6875
118.9111748,754.6875
119.1489971,752.53125
119.3868195,748.21875
119.6246418,752.53125
119.8624642,746.0625
120.1002865,750.375
120.3381089,743.90625
120.5759312,741.75
120.8137536,739.59375
121.0515759,739.59375
121.2893983,737.4375
121.5272206,735.28125
121.765043,737.4375
122.0028653,733.125
122.2406877,737.4375
122.47851,735.28125
122.7163324,735.28125
122.9541547,735.28125
123.1919771,730.96875
123.4297994,735.28125
123.6676218,728.8125
123.9054441,726.65625
124.1432665,722.34375
124.3810888,720.1875
124.6189112,718.03125
124.8567335,718.03125
125.0945559,715.875
125.3323782,713.71875
125.5702006,711.5625
125.8080229,711.5625
126.0458453,709.40625
126.2836676,707.25
126.52149,711.5625
126.7593123,705.09375
126.9971347,702.9375
127.234957,700.78125
127.4727794,698.625
127.7106017,696.46875
127.9484241,694.3125
128.1862464,692.15625
128.4240688,690
128.6618911,687.84375
128.8997135,685.6875
129.1375358,683.53125
129.3753582,681.375
129.6131805,679.21875
129.8510029,674.90625
130.0888252,672.75
130.3266476,670.59375
130.5644699,668.4375
130.8022923,666.28125
131.0401146,664.125
131.277937,664.125
131.5157593,661.96875
131.7535817,661.96875
131.991404,666.28125
132.2292264,666.28125
132.4670487,666.28125
132.7048711,666.28125
132.9426934,661.96875
133.1805158,666.28125
133.4183381,664.125
133.6561605,664.125
133.8939828,666.28125
134.1318052,668.4375
134.3696275,670.59375
134.6074499,672.75
134.8452722,674.90625
135.0830946,677.0625
135.3209169,679.21875
135.5587393,685.6875
135.7965616,681.375
136.034384,681.375
136.2722063,681.375
136.5100287,681.375
136.747851,681.375
136.9856734,685.6875
137.2234957,683.53125
137.4613181,683.53125
137.6991404,683.53125
137.9369628,683.53125
138.1747851,683.53125
138.4126074,683.53125
138.6504298,683.53125
138.8882521,683.53125
139.1260745,679.21875
139.3638968,683.53125
139.6017192,677.0625
139.8395415,681.375
140.0773639,674.90625
140.3151862,674.90625
140.5530086,679.21875
140.7908309,679.21875
141.0286533,677.0625
141.2664756,672.75
141.504298,668.4375
141.7421203,664.125
141.9799427,659.8125
142.217765,655.5
142.4555874,651.1875
142.6934097,646.875
142.9312321,640.40625
143.1690544,636.09375
143.4068768,629.625
143.6446991,623.15625
143.8825215,616.6875
144.1203438,610.21875
144.3581662,601.59375
144.5959885,592.96875
144.8338109,584.34375
145.0716332,575.71875
145.3094556,564.9375
145.5472779,554.15625
145.7851003,543.375
146.0229226,536.90625
146.260745,528.28125
146.4985673,532.59375
146.7363897,521.8125
146.974212,515.34375
147.2120344,508.875
147.4498567,498.09375
147.6876791,495.9375
147.9255014,498.09375
148.1633238,489.46875
148.4011461,487.3125
148.6389685,485.15625
148.8767908,483
149.1146132,480.84375
149.3524355,478.6875
149.5902579,476.53125
149.8280802,474.375
150.0659026,474.375
150.3037249,472.21875
150.5415473,467.90625
150.7793696,465.75
151.017192,461.4375
151.2550143,459.28125
151.4928367,457.125
151.730659,452.8125
151.9684814,448.5
152.2063037,452.8125
152.4441261,444.1875
152.6819484,442.03125
152.9197708,439.875
153.1575931,437.71875
153.3954155,435.5625
153.6332378,439.875
153.8710602,433.40625
154.1088825,431.25
154.3467049,435.5625
154.5845272,429.09375
154.8223496,433.40625
155.0601719,426.9375
155.2979943,426.9375
155.5358166,431.25
155.773639,424.78125
156.0114613,424.78125
156.2492837,422.625
156.487106,420.46875
156.7249284,420.46875
156.9627507,418.3125
157.2005731,416.15625
157.4383954,414
157.6762178,418.3125
157.9140401,411.84375
158.1518625,414
158.3896848,409.6875
158.6275072,409.6875
158.8653295,416.15625
159.1031519,411.84375
159.3409742,414
159.5787966,416.15625
159.8166189,418.3125
160.0544413,420.46875
160.2922636,422.625
160.530086,422.625
160.7679083,424.78125
161.0057307,424.78125
161.243553,424.78125
161.4813754,426.9375
161.7191977,422.625
161.9570201,420.46875
162.1948424,418.3125
162.4326648,418.3125
162.6704871,416.15625
162.9083095,411.84375
163.1461318,409.6875
163.3839542,407.53125
163.6217765,403.21875
163.8595989,401.0625
164.0974212,394.59375
164.3352436,394.59375
164.5730659,390.28125
164.8108883,385.96875
165.0487106,385.96875
165.286533,383.8125
165.5243553,385.96875
165.7621777,385.96875
166,385.96875
166.2378223,381.65625
166.4756447,381.65625
166.713467,379.5
166.9512894,383.8125
167.1891117,377.34375
167.4269341,375.1875
167.6647564,373.03125
167.9025788,370.875
168.1404011,368.71875
168.3782235,366.5625
168.6160458,364.40625
168.8538682,362.25
169.0916905,360.09375
169.3295129,355.78125
169.5673352,353.625
169.8051576,351.46875
170.0429799,347.15625
170.2808023,351.46875
170.5186246,342.84375
170.756447,338.53125
170.9942693,336.375
171.2320917,334.21875
171.469914,332.0625
171.7077364,329.90625
171.9455587,327.75
172.1833811,325.59375
172.4212034,323.4375
172.6590258,323.4375
172.8968481,321.28125
173.1346705,319.125
173.3724928,323.4375
173.6103152,316.96875
173.8481375,316.96875
174.0859599,316.96875
174.3237822,316.96875
174.5616046,319.125
174.7994269,321.28125
175.0372493,323.4375
175.2750716,325.59375
175.512894,327.75
175.7507163,329.90625
175.9885387,332.0625
176.226361,334.21875
176.4641834,340.6875
176.7020057,340.6875
176.9398281,334.21875
177.1776504,334.21875
177.4154728,332.0625
177.6532951,329.90625
177.8911175,329.90625
178.1289398,327.75
178.3667622,332.0625
178.6045845,325.59375
178.8424069,325.59375
179.0802292,327.75
179.3180516,323.4375
179.5558739,327.75
179.7936963,321.28125
180.0315186,321.28125
180.269341,325.59375
180.5071633,325.59375
180.7449857,321.28125
180.982808,323.4375
181.2206304,325.59375
181.4584527,325.59375
181.6962751,327.75
181.9340974,329.90625
182.1719198,329.90625
182.4097421,327.75
182.6475645,325.59375
182.8853868,325.59375
183.1232092,323.4375
183.3610315,321.28125
183.5988539,319.125
183.8366762,316.96875
184.0744986,316.96875
184.3123209,314.8125
184.5501433,312.65625
184.7879656,312.65625
185.025788,310.5
185.2636103,314.8125
185.5014327,308.34375
185.739255,308.34375
185.9770774,310.5
186.2148997,310.5
186.4527221,312.65625
186.6905444,312.65625
186.9283668,308.34375
187.1661891,308.34375
187.4040115,312.65625
187.6418338,314.8125
187.8796562,314.8125
188.1174785,314.8125
188.3553009,308.34375
188.5931232,308.34375
188.8309456,306.1875
189.0687679,304.03125
189.3065903,299.71875
189.5444126,297.5625
189.782235,293.25
190.0200573,291.09375
190.2578797,288.9375
190.495702,286.78125
190.7335244,284.625
190.9713467,282.46875
191.2091691,282.46875
191.4469914,280.3125
191.6848138,280.3125
191.9226361,278.15625
192.1604585,273.84375
192.3982808,269.53125
192.6361032,265.21875
192.8739255,263.0625
193.1117479,260.90625
193.3495702,256.59375
193.5873926,258.75
193.8252149,250.125
194.0630372,245.8125
194.3008596,245.8125
194.5386819,243.65625
194.7765043,241.5
195.0143266,239.34375
195.252149,239.34375
195.4899713,237.1875
195.7277937,237.1875
195.965616,239.34375
196.2034384,235.03125
196.4412607,239.34375
196.6790831,237.1875
196.9169054,232.875
197.1547278,232.875
197.3925501,232.875
197.6303725,232.875
197.8681948,232.875
198.1060172,237.1875
198.3438395,237.1875
198.5816619,232.875
198.8194842,232.875
199.0573066,230.71875
199.2951289,228.5625
199.5329513,226.40625
199.7707736,224.25
200.008596,222.09375
200.2464183,219.9375
200.4842407,219.9375
200.722063,217.78125
200.9598854,217.78125
201.1977077,215.625
201.4355301,215.625
201.6733524,213.46875
201.9111748,217.78125
202.1489971,211.3125
202.3868195,209.15625
202.6246418,213.46875
202.8624642,207
203.1002865,211.3125
203.3381089,204.84375
203.5759312,204.84375
203.8137536,207
204.0515759,207
204.2893983,202.6875
204.5272206,204.84375
204.765043,200.53125
205.0028653,198.375
205.2406877,202.6875
205.47851,196.21875
205.7163324,200.53125
205.9541547,194.0625
206.1919771,194.0625
206.4297994,191.90625
206.6676218,191.90625
206.9054441,189.75
207.1432665,194.0625
207.3810888,187.59375
207.6189112,189.75
207.8567335,185.4375
208.0945559,189.75
208.3323782,187.59375
208.5702006,183.28125
208.8080229,183.28125
209.0458453,187.59375
209.2836676,187.59375
209.52149,185.4375
209.7593123,185.4375
209.9971347,185.4375
210.234957,185.4375
210.4727794,181.125
210.7106017,181.125
210.9484241,185.4375
211.1862464,185.4375
211.4240688,183.28125
211.6618911,183.28125
211.8997135,185.4375
212.1375358,181.125
212.3753582,181.125
212.6131805,187.59375
212.8510029,183.28125
213.0888252,183.28125
213.3266476,183.28125
213.5644699,187.59375
213.8022923,181.125
214.0401146,181.125
214.277937,183.28125
214.5157593,178.96875
214.7535817,183.28125
214.991404,183.28125
215.2292264,181.125
215.4670487,176.8125
215.7048711,176.8125
215.9426934,181.125
216.1805158,174.65625
216.4183381,174.65625
216.6561605,172.5
216.8939828,176.8125
217.1318052,170.34375
217.3696275,168.1875
217.6074499,168.1875
217.8452722,166.03125
218.0830946,163.875
218.3209169,163.875
218.5587393,161.71875
218.7965616,166.03125
219.034384,159.5625
219.2722063,163.875
219.5100287,157.40625
219.747851,161.71875
219.9856734,159.5625
220.2234957,159.5625
220.4613181,155.25
220.6991404,155.25
220.9369628,155.25
221.1747851,159.5625
221.4126074,161.71875
221.6504298,161.71875
221.8882521,157.40625
222.1260745,157.40625
222.3638968,157.40625
222.6017192,161.71875
222.8395415,155.25
223.0773639,157.40625
223.3151862,153.09375
223.5530086,155.25
223.7908309,150.9375
224.0286533,150.9375
224.2664756,155.25
224.504298,153.09375
224.7421203,153.09375
224.9799427,153.09375
225.217765,148.78125
225.4555874,148.78125
225.6934097,153.09375
225.9312321,153.09375
226.1690544,150.9375
226.4068768,150.9375
226.6446991,146.625
226.8825215,146.625
227.1203438,148.78125
227.3581662,144.46875
227.5959885,144.46875
227.8338109,142.3125
228.0716332,146.625
228.3094556,140.15625
228.5472779,142.3125
228.7851003,138
229.0229226,140.15625
229.260745,135.84375
229.4985673,140.15625
229.7363897,133.6875
229.974212,133.6875
230.2120344,138
230.4498567,138
230.6876791,135.84375
230.9255014,135.84375
231.1633238,131.53125
231.4011461,131.53125
231.6389685,131.53125
231.8767908,133.6875
232.1146132,129.375
232.3524355,129.375
232.5902579,131.53125
232.8280802,127.21875
233.0659026,129.375
233.3037249,125.0625
233.5415473,129.375
233.7793696,122.90625
234.017192,122.90625
234.2550143,127.21875
234.4928367,127.21875
234.730659,125.0625
234.9684814,125.0625
235.2063037,120.75
235.4441261,120.75
235.6819484,125.0625
235.9197708,122.90625
236.1575931,118.59375
236.3954155,118.59375
236.6332378,122.90625
236.8710602,122.90625
237.1088825,120.75
237.3467049,120.75
237.5845272,120.75
237.8223496,120.75
238.0601719,116.4375
238.2979943,116.4375
238.5358166,116.4375
238.773639,120.75
239.0114613,118.59375
239.2492837,114.28125
239.487106,114.28125
239.7249284,118.59375
239.9627507,116.4375
240.2005731,112.125
240.4383954,112.125
240.6762178,116.4375
240.9140401,116.4375
241.1518625,114.28125
241.3896848,114.28125
241.6275072,114.28125
241.8653295,114.28125
242.1031519,109.96875
242.3409742,109.96875
242.5787966,114.28125
242.8166189,114.28125
243.0544413,112.125
243.2922636,112.125
243.530086,107.8125
243.7679083,107.8125
244.0057307,112.125
244.243553,112.125
244.4813754,109.96875
244.7191977,109.96875
244.9570201,105.65625
245.1948424,105.65625
245.4326648,109.96875
245.6704871,109.96875
245.9083095,109.96875
246.1461318,107.8125
246.3839542,107.8125
246.6217765,107.8125
246.8595989,107.8125
247.0974212,107.8125
247.3352436,103.5
247.5730659,103.5
247.8108883,107.8125
248.0487106,107.8125
248.286533,105.65625
248.5243553,105.65625
248.7621777,105.65625
249,101.34375
249.2378223,105.65625
249.4756447,105.65625
249.713467,103.5
249.9512894,103.5
250.1891117,103.5
250.4269341,103.5
250.6647564,101.34375
250.9025788,97.03125
251.1404011,101.34375
251.3782235,99.1875
251.6160458,94.875
251.8538682,94.875
252.0916905,99.1875
252.3295129,97.03125
252.5673352,92.71875
252.8051576,92.71875
253.0429799,97.03125
253.2808023,97.03125
253.5186246,94.875
253.756447,90.5625
253.9942693,90.5625
254.2320917,90.5625
254.469914,90.5625
254.7077364,94.875
254.9455587,92.71875
255.1833811,88.40625
255.4212034,88.40625
255.6590258,92.71875
255.8968481,92.71875
256.1346705,86.25
256.3724928,86.25
256.6103152,86.25
256.8481375,86.25
257.0859599,90.5625
257.3237822,88.40625
257.5616046,88.40625
257.7994269,84.09375
258.0372493,84.09375
258.2750716,88.40625
258.512894,81.9375
258.7507163,86.25
258.9885387,81.9375
259.226361,81.9375
259.4641834,86.25
259.7020057,86.25
259.9398281,84.09375
260.1776504,79.78125
260.4154728,79.78125
260.6532951,81.9375
260.8911175,77.625
261.1289398,77.625
261.3667622,81.9375
261.6045845,81.9375
261.8424069,81.9375
262.0802292,79.78125
262.3180516,79.78125
262.5558739,79.78125
262.7936963,79.78125
263.0315186,79.78125
263.269341,79.78125
263.5071633,79.78125
263.7449857,79.78125
263.982808,79.78125
264.2206304,75.46875
264.4584527,75.46875
264.6962751,79.78125
264.9340974,79.78125
265.1719198,77.625
265.4097421,73.3125
265.6475645,73.3125
265.8853868,75.46875
266.1232092,71.15625
266.3610315,71.15625
266.5988539,75.46875
266.8366762,75.46875
267.0744986,73.3125
267.3123209,73.3125
267.5501433,73.3125
267.7879656,73.3125
268.025788,69
268.2636103,69
268.5014327,69
268.739255,73.3125
268.9770774,71.15625
269.2148997,66.84375
269.4527221,66.84375
269.6905444,71.15625
269.9283668,69
270.1661891,64.6875
270.4040115,69
270.6418338,66.84375
270.8796562,62.53125
271.1174785,62.53125
271.3553009,66.84375
271.5931232,66.84375
271.8309456,64.6875
272.0687679,60.375
272.3065903,60.375
272.5444126,64.6875
272.782235,62.53125
273.0200573,58.21875
273.2578797,58.21875
273.495702,62.53125
273.7335244,60.375
273.9713467,56.0625
274.2091691,56.0625
274.4469914,60.375
274.6848138,60.375
274.9226361,58.21875
275.1604585,58.21875
275.3982808,58.21875
275.6361032,58.21875
275.8739255,58.21875
276.1117479,58.21875
276.3495702,58.21875
276.5873926,58.21875
276.8252149,60.375
277.0630372,60.375
277.3008596,56.0625
277.5386819,56.0625
277.7765043,62.53125
278.0143266,58.21875
278.252149,64.6875
278.4899713,60.375
278.7277937,62.53125
278.965616,69
279.2034384,64.6875
279.4412607,66.84375
279.6790831,66.84375
279.9169054,71.15625
280.1547278,71.15625
280.3925501,66.84375
280.6303725,66.84375
280.8681948,66.84375
281.1060172,66.84375
281.3438395,66.84375
281.5816619,66.84375
281.8194842,66.84375
282.0573066,66.84375
282.2951289,71.15625
282.5329513,69
282.7707736,64.6875
283.008596,64.6875
283.2464183,62.53125
283.4842407,66.84375
283.722063,60.375
283.9598854,58.21875
284.1977077,56.0625
284.4355301,56.0625
284.6733524,53.90625
284.9111748,58.21875
285.1489971,51.75
285.3868195,56.0625
285.6246418,49.59375
285.8624642,53.90625
286.1002865,51.75
286.3381089,47.4375
286.5759312,51.75
286.8137536,45.28125
287.0515759,45.28125
287.2893983,49.59375
287.5272206,43.125
287.765043,43.125
288.0028653,47.4375
288.2406877,45.28125
288.47851,40.96875
288.7163324,40.96875
288.9541547,40.96875
289.1919771,40.96875
289.4297994,40.96875
289.6676218,40.96875
289.9054441,45.28125
290.1432665,45.28125
290.3810888,38.8125
290.6189112,38.8125
290.8567335,40.96875
291.0945559,36.65625
291.3323782,40.96875
291.5702006,38.8125
291.8080229,34.5
292.0458453,34.5
292.2836676,38.8125
292.52149,38.8125
292.7593123,38.8125
292.9971347,34.5
293.234957,34.5
293.4727794,34.5
293.7106017,34.5
293.9484241,34.5
294.1862464,34.5
294.4240688,34.5
294.6618911,38.8125
294.8997135,38.8125
295.1375358,38.8125
295.3753582,36.65625
295.6131805,36.65625
295.8510029,38.8125
296.0888252,38.8125
296.3266476,34.5
296.5644699,34.5
296.8022923,38.8125
297.0401146,36.65625
297.277937,36.65625
297.5157593,36.65625
297.7535817,36.65625
297.991404,36.65625
298.2292264,38.8125
298.4670487,34.5
298.7048711,36.65625
298.9426934,32.34375
299.1805158,34.5
299.4183381,30.1875
299.6561605,32.34375
299.8939828,28.03125
300.1318052,32.34375
300.3696275,25.875
300.6074499,30.1875
300.8452722,28.03125
301.0830946,23.71875
301.3209169,28.03125
301.5587393,28.03125
301.7965616,28.03125
302.034384,23.71875
302.2722063,23.71875
302.5100287,28.03125
302.747851,25.875
302.9856734,30.1875
303.2234957,28.03125
303.4613181,28.03125
303.6991404,32.34375
303.9369628,32.34375
304.1747851,28.03125
304.4126074,28.03125
304.6504298,30.1875
304.8882521,25.875
305.1260745,28.03125
305.3638968,23.71875
305.6017192,28.03125
305.8395415,25.875
306.0773639,25.875
306.3151862,28.03125
306.5530086,28.03125
306.7908309,28.03125
307.0286533,28.03125
307.2664756,28.03125
307.504298,25.875
307.7421203,21.5625
307.9799427,21.5625
308.217765,25.875
308.4555874,25.875
308.6934097,23.71875
308.9312321,23.71875
309.1690544,23.71875
309.4068768,19.40625
309.6446991,19.40625
309.8825215,23.71875
310.1203438,21.5625
310.3581662,17.25
310.5959885,17.25
310.8338109,21.5625
311.0716332,21.5625
311.3094556,19.40625
311.5472779,19.40625
311.7851003,19.40625
312.0229226,19.40625
312.260745,15.09375
312.4985673,15.09375
312.7363897,15.09375
